time,angle_deg,gyro_deg_s,left_motor,right_motor,torque
42.927,-90.0002,1.63319e-12,0.75,0.25,-0.075
42.947,-90.0002,1.63319e-12,0.75,0.25,-0.075
42.968,-90.0002,1.63319e-12,0.75,0.25,-0.075
42.989,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.009,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.029,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.05,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.07,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.09,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.111,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.131,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.151,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.172,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.192,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.212,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.233,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.253,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.273,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.294,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.314,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.334,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.355,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.375,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.395,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.416,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.436,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.456,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.477,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.497,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.517,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.538,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.558,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.578,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.599,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.619,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.639,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.66,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.68,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.7,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.721,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.741,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.761,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.782,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.802,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.822,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.843,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.864,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.884,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.904,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.925,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.945,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.965,-90.0002,1.63319e-12,0.75,0.25,-0.075
43.986,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.006,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.026,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.047,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.067,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.087,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.108,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.128,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.148,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.169,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.189,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.209,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.23,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.25,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.27,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.291,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.311,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.331,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.352,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.372,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.392,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.413,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.433,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.453,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.474,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.494,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.514,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.535,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.555,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.575,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.596,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.616,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.636,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.657,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.677,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.697,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.718,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.739,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.759,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.779,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.8,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.82,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.84,-90.0002,1.63319e-12,0.75,0.25,-0.075
44.861,-90.0002,1.63319e-12,0.75,0.25,-0.075
