time,angle_deg,gyro_deg_s,left_motor,right_motor,torque
0.001,0.000214645,0.214645,0.25,0.75,0.075
0.021,0.0492542,4.46279,0.25,0.75,0.075
0.041,0.182371,8.62686,0.25,0.75,0.075
0.062,0.410812,12.9105,0.25,0.75,0.075
0.082,0.711121,16.9073,0.25,0.75,0.075
0.103,1.11155,21.0189,0.25,0.75,0.075
0.123,1.57234,24.8553,0.25,0.75,0.075
0.144,2.13786,28.8019,0.25,0.75,0.075
0.164,2.75268,32.4842,0.25,0.75,0.075
0.185,3.47666,36.2723,0.25,0.75,0.075
0.206,4.28382,41.2663,0.25,0.75,0.15
0.226,5.19012,48.9544,0.25,0.75,0.15
0.247,6.30545,56.8631,0.25,0.75,0.15
0.267,7.52044,64.2425,0.25,0.75,0.15
0.288,8.95332,71.8337,0.25,0.75,0.15
0.308,10.4646,78.9168,0.25,0.75,0.15
0.328,12.1161,85.8597,0.25,0.75,0.15
0.349,13.9979,93.0019,0.25,0.75,0.15
0.369,15.9282,99.6661,0.25,0.75,0.15
0.389,17.9903,106.198,0.25,0.75,0.15
0.41,20.2946,112.918,0.25,0.75,0.15
0.43,22.619,119.188,0.25,0.75,0.15
0.45,25.0675,125.334,0.25,0.75,0.15
0.471,27.7693,131.656,0.25,0.75,0.15
0.491,30.4646,137.555,0.25,0.75,0.15
0.511,33.2766,143.338,0.25,0.75,0.15
0.531,36.2031,149.006,0.25,0.75,0.15
0.551,39.2417,154.561,0.25,0.75,0.15
0.572,42.5505,160.277,0.25,0.75,0.15
0.592,45.8122,165.609,0.25,0.75,0.15
0.612,49.16,168.063,0.25,0.75,0.075
0.632,52.531,168.978,0.251,0.748,0.07455
0.652,55.9188,169.728,0.263,0.736,0.07095
0.672,59.3193,170.259,0.275,0.724,0.06735
0.693,62.8987,170.587,0.287,0.712,0.06375
0.713,66.3119,170.693,0.298,0.701,0.06045
0.733,69.7251,170.606,0.309,0.69,0.05715
0.753,73.1346,170.342,0.319,0.68,0.05415
0.773,76.5371,169.908,0.334,0.665,0.04965
0.793,79.9293,169.319,0.343,0.656,0.04695
0.814,83.4767,168.546,0.352,0.647,0.04425
0.834,86.8387,167.671,0.36,0.639,0.04185
0.854,90.0002,1.36739e-07,0.369,0.63,0.03915
0.874,90.0002,4.25665e-12,0.376,0.623,0.03705
0.894,90.0002,-2.61198e-12,0.384,0.615,0.03465
0.914,90.0002,4.10018e-12,0.391,0.608,0.03255
0.934,90.0002,-1.90985e-12,0.398,0.601,0.03045
0.955,90.0002,-1.63319e-12,0.25,0.75,0.075
0.975,90.0002,-1.63319e-12,0.25,0.75,0.075
0.995,90.0002,-1.63319e-12,0.25,0.75,0.075
1.016,90.0002,-1.63319e-12,0.25,0.75,0.075
1.036,90.0002,-1.63319e-12,0.25,0.75,0.075
1.056,90.0002,-1.63319e-12,0.25,0.75,0.075
1.076,90.0002,-1.63319e-12,0.25,0.75,0.075
1.096,90.0002,-1.63319e-12,0.25,0.75,0.075
1.116,90.0002,-1.63319e-12,0.25,0.75,0.075
1.137,90.0002,-1.63319e-12,0.25,0.75,0.075
1.157,90.0002,-1.63319e-12,0.25,0.75,0.075
1.177,90.0002,-1.63319e-12,0.25,0.75,0.075
1.197,90.0002,-1.63319e-12,0.25,0.75,0.075
1.217,90.0002,-1.63319e-12,0.25,0.75,0.075
1.237,90.0002,-1.63319e-12,0.25,0.75,0.075
1.258,90.0002,-1.63319e-12,0.25,0.75,0.075
1.278,90.0002,-1.63319e-12,0.25,0.75,0.075
1.298,90.0002,-1.63319e-12,0.25,0.75,0.075
1.318,90.0002,-1.63319e-12,0.25,0.75,0.075
1.338,90.0002,-1.63319e-12,0.25,0.75,0.075
1.358,90.0002,-1.63319e-12,0.25,0.75,0.075
1.379,90.0002,-1.63319e-12,0.25,0.75,0.075
1.399,90.0002,-1.63319e-12,0.25,0.75,0.075
1.419,90.0002,-1.63319e-12,0.25,0.75,0.075
1.439,90.0002,-1.63319e-12,0.25,0.75,0.075
1.459,90.0002,-1.63319e-12,0.25,0.75,0.075
1.479,90.0002,-1.63319e-12,0.25,0.75,0.075
1.499,90.0002,-1.63319e-12,0.25,0.75,0.075
1.52,90.0002,-1.63319e-12,0.25,0.75,0.075
1.54,90.0002,-1.63319e-12,0.25,0.75,0.075
1.56,90.0002,-1.63319e-12,0.25,0.75,0.075
1.58,90.0002,-1.63319e-12,0.25,0.75,0.075
1.6,90.0002,-1.63319e-12,0.25,0.75,0.075
1.62,90.0002,-1.63319e-12,0.25,0.75,0.075
1.641,90.0002,-1.63319e-12,0.25,0.75,0.075
1.661,90.0002,-1.63319e-12,0.25,0.75,0.075
1.681,90.0002,-1.63319e-12,0.25,0.75,0.075
1.701,90.0002,-1.63319e-12,0.25,0.75,0.075
1.721,90.0002,-1.63319e-12,0.25,0.75,0.075
1.741,90.0002,-1.63319e-12,0.25,0.75,0.075
1.762,90.0002,-1.63319e-12,0.25,0.75,0.075
1.782,90.0002,-1.63319e-12,0.25,0.75,0.075
1.802,90.0002,-1.63319e-12,0.25,0.75,0.075
1.822,90.0002,-1.63319e-12,0.25,0.75,0.075
1.842,90.0002,-1.63319e-12,0.25,0.75,0.075
1.862,90.0002,-1.63319e-12,0.25,0.75,0.075
1.883,90.0002,-1.63319e-12,0.25,0.75,0.075
1.903,89.9743,-3.09383,0.737,0.262,-0.07125
1.923,89.869,-7.24281,0.75,0.25,-0.075
1.943,89.6809,-11.3519,0.75,0.25,-0.075
1.963,89.4115,-15.3796,0.75,0.25,-0.075
1.983,89.0623,-19.3276,0.75,0.25,-0.075
2.003,88.635,-23.1974,0.75,0.25,-0.075
2.023,88.1311,-26.9907,0.75,0.25,-0.075
2.043,87.5521,-30.7089,0.75,0.25,-0.075
2.063,86.8995,-34.3535,0.75,0.25,-0.075
2.083,86.1748,-37.926,0.75,0.25,-0.075
2.103,85.3794,-41.4278,0.75,0.25,-0.075
2.123,84.5147,-44.8603,0.75,0.25,-0.075
2.144,83.5337,-48.3913,0.75,0.25,-0.075
2.164,82.5311,-51.6859,0.75,0.25,-0.075
2.184,81.4634,-54.9154,0.75,0.25,-0.075
2.204,80.3317,-58.0809,0.75,0.25,-0.075
2.224,79.1374,-61.1838,0.75,0.25,-0.075
2.244,77.8817,-64.2253,0.75,0.25,-0.075
2.265,76.4985,-67.3541,0.75,0.25,-0.075
2.285,75.1206,-70.2734,0.75,0.25,-0.075
2.305,73.685,-73.135,0.75,0.25,-0.075
2.325,72.1928,-75.9399,0.75,0.25,-0.075
2.345,70.645,-78.6893,0.75,0.25,-0.075
2.365,69.0428,-81.3844,0.75,0.25,-0.075
2.386,67.3032,-84.1567,0.75,0.25,-0.075
2.406,65.5928,-86.7435,0.75,0.25,-0.075
2.426,63.8312,-89.2791,0.75,0.25,-0.075
2.446,62.0195,-91.7646,0.75,0.25,-0.075
2.466,60.1585,-94.2008,0.75,0.25,-0.075
2.486,58.2493,-96.5888,0.75,0.25,-0.075
2.507,56.1939,-99.0454,0.75,0.25,-0.075
2.527,54.1888,-101.337,0.75,0.25,-0.075
2.547,52.1384,-103.584,0.75,0.25,-0.075
2.567,50.0435,-105.787,0.75,0.25,-0.075
2.587,47.905,-107.945,0.75,0.25,-0.075
2.607,45.7238,-110.061,0.75,0.25,-0.075
2.628,43.3885,-112.238,0.75,0.25,-0.075
2.648,41.1224,-114.269,0.75,0.25,-0.075
2.668,38.816,-116.26,0.75,0.25,-0.075
2.688,36.4703,-118.211,0.75,0.25,-0.075
2.708,34.0859,-120.124,0.75,0.25,-0.075
2.728,31.6637,-121.999,0.75,0.25,-0.075
2.748,29.2043,-123.837,0.75,0.25,-0.075
2.769,26.5829,-125.728,0.75,0.25,-0.075
2.789,24.0498,-127.492,0.75,0.25,-0.075
2.809,21.4817,-129.221,0.75,0.25,-0.075
2.829,18.8794,-130.916,0.75,0.25,-0.075
2.849,16.2436,-132.577,0.75,0.25,-0.075
2.869,13.5749,-134.205,0.75,0.25,-0.075
2.89,10.7381,-135.881,0.75,0.25,-0.075
2.91,8.00406,-137.444,0.75,0.25,-0.075
2.93,5.23904,-138.976,0.75,0.25,-0.075
2.95,2.4437,-140.478,0.75,0.25,-0.075
2.97,-0.38136,-141.95,0.75,0.25,-0.075
2.99,-3.23556,-143.393,0.75,0.25,-0.075
3.011,-6.26319,-144.877,0.75,0.25,-0.075
3.031,-9.17533,-146.262,0.75,0.25,-0.075
3.051,-12.1149,-147.62,0.75,0.25,-0.075
3.071,-15.0813,-148.951,0.75,0.25,-0.075
3.091,-18.0741,-150.255,0.75,0.25,-0.075
3.111,-21.0926,-151.534,0.75,0.25,-0.075
3.132,-24.2893,-152.849,0.75,0.25,-0.075
3.152,-27.3593,-154.076,0.75,0.25,-0.075
3.172,-30.4535,-155.279,0.75,0.25,-0.075
3.192,-33.5715,-156.459,0.75,0.25,-0.075
3.212,-36.7128,-157.614,0.75,0.25,-0.075
3.232,-39.877,-158.747,0.75,0.25,-0.075
3.253,-43.2236,-159.913,0.75,0.25,-0.075
3.273,-46.4333,-161,0.75,0.25,-0.075
3.293,-49.6645,-162.066,0.75,0.25,-0.075
3.313,-52.9169,-163.111,0.75,0.25,-0.075
3.333,-56.1899,-164.135,0.75,0.25,-0.075
3.353,-59.4832,-165.139,0.75,0.25,-0.075
3.373,-62.7963,-166.123,0.75,0.25,-0.075
3.394,-66.2961,-167.136,0.75,0.25,-0.075
3.414,-69.6487,-168.08,0.75,0.25,-0.075
3.434,-73.0201,-169.006,0.75,0.25,-0.075
3.454,-76.4098,-169.913,0.75,0.25,-0.075
3.474,-79.8174,-170.803,0.75,0.25,-0.075
3.494,-83.2426,-171.675,0.75,0.25,-0.075
3.515,-86.8577,-172.572,0.75,0.25,-0.075
3.535,-90.0002,1.15141e-07,0.75,0.25,-0.075
3.555,-90.0002,1.63321e-12,0.75,0.25,-0.075
3.575,-90.0002,1.63321e-12,0.75,0.25,-0.075
3.595,-90.0002,-6.21041e-12,0.729,0.27,-0.06885
3.615,-90.0002,1.02591e-11,0.695,0.304,-0.05865
3.636,-90.0002,3.70333e-12,0.673,0.326,-0.05205
3.656,-90.0002,-3.71099e-12,0.652,0.347,-0.04575
3.676,-90.0002,7.38361e-13,0.632,0.367,-0.03975
3.696,-90.0002,5.18772e-12,0.612,0.387,-0.03375
3.716,-90.0002,-3.94374e-12,0.593,0.406,-0.02805
3.736,-90.0002,-1.21156e-12,0.575,0.424,-0.02265
3.757,-90.0002,6.62065e-13,0.558,0.441,-0.01755
3.777,-90.0002,1.67709e-12,0.542,0.457,-0.01275
3.797,-90.0002,2.69212e-12,0.526,0.473,-0.00795
3.817,-90.0002,3.70715e-12,0.51,0.489,-0.00315
3.837,-90.0001,0.0179852,0.496,0.503,0.00105
3.857,-89.9982,0.208577,0.482,0.517,0.00525
3.878,-89.9894,0.659942,0.468,0.531,0.00945
3.898,-89.9696,1.31999,0.455,0.544,0.01335
3.918,-89.9346,2.17363,0.443,0.556,0.01695
3.938,-89.8803,3.23314,0.431,0.568,0.02055
3.958,-89.8029,4.46731,0.419,0.58,0.02415
3.978,-89.6991,5.87434,0.408,0.591,0.02745
3.998,-89.5655,7.43214,0.397,0.602,0.03075
4.019,-89.3899,9.23108,0.387,0.612,0.03375
4.04,-89.1743,11.2539,0.365,0.634,0.04035
4.061,-88.9137,13.481,0.355,0.644,0.04335
4.081,-88.6207,15.7259,0.346,0.653,0.04605
4.102,-88.2634,18.2043,0.337,0.662,0.04875
4.123,-87.8528,20.7953,0.329,0.67,0.05115
4.144,-87.3868,23.4821,0.321,0.678,0.05355
4.165,-86.8633,26.2627,0.313,0.686,0.05595
4.186,-86.2707,30.073,0.25,0.75,0.075
4.206,-85.6307,33.7302,0.25,0.75,0.075
4.227,-84.8809,37.4924,0.25,0.75,0.075
4.248,-84.0529,41.1764,0.25,0.75,0.075
4.269,-83.1484,44.784,0.25,0.75,0.075
4.29,-82.1689,48.3166,0.25,0.75,0.075
4.311,-81.1161,51.7758,0.25,0.75,0.075
4.331,-80.0466,55.0034,0.25,0.75,0.075
4.352,-78.8549,58.3238,0.25,0.75,0.075
4.373,-77.5942,61.5751,0.25,0.75,0.075
4.394,-76.266,64.759,0.25,0.75,0.075
4.415,-74.8716,67.8767,0.25,0.75,0.075
4.436,-73.4125,70.9296,0.25,0.75,0.075
4.456,-71.9639,73.7782,0.25,0.75,0.075
4.477,-70.3822,76.7085,0.25,0.75,0.075
4.498,-68.7397,79.578,0.25,0.75,0.075
4.519,-67.0375,82.3879,0.25,0.75,0.075
4.54,-65.277,85.1395,0.25,0.75,0.075
4.561,-63.4593,87.8338,0.25,0.75,0.075
4.581,-61.6762,90.3479,0.25,0.75,0.075
4.602,-59.7503,92.9341,0.25,0.75,0.075
4.623,-57.7708,95.4665,0.25,0.75,0.075
4.644,-55.7386,97.9464,0.25,0.75,0.075
4.665,-53.6549,100.375,0.25,0.75,0.075
4.686,-51.5208,102.753,0.25,0.75,0.075
4.706,-49.4424,104.971,0.25,0.75,0.075
4.727,-47.2128,107.254,0.25,0.75,0.075
4.748,-44.9358,109.489,0.25,0.75,0.075
4.769,-42.6124,111.678,0.25,0.75,0.075
4.79,-40.2435,113.821,0.25,0.75,0.075
4.811,-37.8301,115.919,0.25,0.75,0.075
4.831,-35.4911,117.878,0.25,0.75,0.075
4.852,-32.9934,119.892,0.25,0.75,0.075
4.873,-30.4539,121.864,0.25,0.75,0.075
4.894,-27.8735,123.796,0.25,0.75,0.075
4.915,-25.2529,125.687,0.25,0.75,0.075
4.936,-22.593,127.54,0.25,0.75,0.075
4.956,-20.024,129.268,0.25,0.75,0.075
4.977,-17.2897,131.046,0.25,0.75,0.075
4.998,-14.5186,132.787,0.25,0.75,0.075
5.019,-11.7112,134.491,0.25,0.75,0.075
5.04,-8.8685,136.161,0.25,0.75,0.075
5.061,-5.99109,137.795,0.25,0.75,0.075
5.081,-3.21912,139.32,0.25,0.75,0.075
5.102,-0.276074,140.889,0.25,0.75,0.075
5.123,2.69956,142.426,0.25,0.75,0.075
5.144,5.70711,143.93,0.25,0.75,0.075
5.165,8.7459,145.404,0.25,0.75,0.075
5.186,11.8153,146.846,0.25,0.75,0.075
5.206,14.7664,148.192,0.25,0.75,0.075
5.227,17.8937,149.577,0.25,0.75,0.075
5.248,21.0498,150.933,0.25,0.75,0.075
5.269,24.234,152.261,0.25,0.75,0.075
5.29,27.4459,153.561,0.25,0.75,0.075
5.311,30.6847,154.834,0.25,0.75,0.075
5.331,33.7939,156.022,0.25,0.75,0.075
5.352,37.0839,157.244,0.25,0.75,0.075
5.373,40.3992,158.441,0.25,0.75,0.075
5.394,43.7394,159.613,0.25,0.75,0.075
5.415,47.1039,160.76,0.25,0.75,0.075
5.436,50.4923,161.884,0.25,0.75,0.075
5.456,53.741,162.932,0.25,0.75,0.075
5.477,57.1745,164.011,0.25,0.75,0.075
5.498,60.6304,165.067,0.25,0.75,0.075
5.519,64.1082,166.101,0.25,0.75,0.075
5.54,67.6075,167.114,0.25,0.75,0.075
5.561,71.1279,168.106,0.25,0.75,0.075
5.581,74.4997,169.031,0.25,0.75,0.075
5.602,78.0599,169.983,0.25,0.75,0.075
5.623,81.6398,170.915,0.25,0.75,0.075
5.644,85.2391,171.828,0.25,0.75,0.075
5.665,88.8573,172.722,0.25,0.75,0.075
5.686,90.0002,-1.63319e-12,0.25,0.75,0.075
5.706,90.0002,-1.63319e-12,0.25,0.75,0.075
5.727,90.0002,-1.63319e-12,0.25,0.75,0.075
5.748,90.0002,-1.63319e-12,0.25,0.75,0.075
5.769,90.0002,-1.63319e-12,0.25,0.75,0.075
5.79,90.0002,-1.63319e-12,0.25,0.75,0.075
5.811,90.0002,-1.63319e-12,0.25,0.75,0.075
5.831,90.0002,-1.63319e-12,0.25,0.75,0.075
5.852,90.0002,-1.63319e-12,0.25,0.75,0.075
5.873,90.0002,-1.63319e-12,0.25,0.75,0.075
5.894,90.0002,-1.63319e-12,0.25,0.75,0.075
5.915,90.0002,-2.06249e-12,0.25,0.749,0.07485
5.936,90.0002,5.19536e-12,0.286,0.713,0.06405
5.956,90.0002,-9.71138e-13,0.308,0.691,0.05745
5.977,90.0002,5.58456e-12,0.33,0.669,0.05085
5.998,90.0002,2.76659e-13,0.351,0.648,0.04455
6.019,90.0002,-4.17269e-12,0.371,0.628,0.03855
6.04,90.0002,4.10018e-12,0.391,0.608,0.03255
6.061,90.0002,1.368e-12,0.409,0.59,0.02715
6.081,90.0002,-1.36418e-12,0.427,0.572,0.02175
6.102,90.0002,-3.23779e-12,0.444,0.555,0.01665
6.123,90.0002,-1.198e-11,0.469,0.53,0.00915
6.144,90.0002,5.85742e-13,0.484,0.515,0.00465
6.165,90.0002,4.29289e-13,0.499,0.5,0.00015
6.186,89.9995,-0.101141,0.513,0.486,-0.00405
6.206,89.9943,-0.448281,0.527,0.472,-0.00825
6.227,89.9785,-1.06719,0.54,0.459,-0.01215
6.248,89.9471,-1.91633,0.553,0.446,-0.01605
6.269,89.8956,-2.97474,0.565,0.434,-0.01965
6.29,89.8195,-4.23984,0.582,0.417,-0.02475
6.311,89.7148,-5.69456,0.593,0.406,-0.02805
6.331,89.5849,-7.24231,0.604,0.395,-0.03135
6.352,89.4134,-9.09771,0.642,0.357,-0.04275
6.373,89.1958,-11.5337,0.652,0.347,-0.04575
6.394,88.9254,-14.1239,0.663,0.336,-0.04905
6.415,88.5991,-16.8516,0.673,0.326,-0.05205
6.436,88.2141,-19.6942,0.682,0.317,-0.05475
6.456,87.7908,-22.5127,0.691,0.308,-0.05745
6.477,87.2845,-25.5744,0.7,0.299,-0.06015
6.498,86.7104,-29.1213,0.75,0.25,-0.075
6.519,86.0563,-32.9792,0.75,0.25,-0.075
6.54,85.3221,-36.757,0.75,0.25,-0.075
6.561,84.5093,-40.4563,0.75,0.25,-0.075
6.581,83.6639,-43.908,0.75,0.25,-0.075
6.602,82.7026,-47.4588,0.75,0.25,-0.075
6.623,81.6676,-50.9358,0.75,0.25,-0.075
6.644,80.5604,-54.3407,0.75,0.25,-0.075
6.665,79.3824,-57.6748,0.75,0.25,-0.075
6.686,78.1352,-60.9396,0.75,0.25,-0.075
6.706,76.8843,-63.9859,0.75,0.25,-0.075
6.727,75.506,-67.1196,0.75,0.25,-0.075
6.748,74.0627,-70.1883,0.75,0.25,-0.075
6.769,72.5555,-73.1932,0.75,0.25,-0.075
6.79,70.986,-76.1357,0.75,0.25,-0.075
6.811,69.3553,-79.0171,0.75,0.25,-0.075
6.831,67.7467,-81.7057,0.75,0.25,-0.075
6.852,66.0003,-84.4714,0.75,0.25,-0.075
6.873,64.1966,-87.1796,0.75,0.25,-0.075
6.894,62.3365,-89.8316,0.75,0.25,-0.075
6.915,60.4214,-92.4285,0.75,0.25,-0.075
6.936,58.4523,-94.9715,0.75,0.25,-0.075
6.956,56.5279,-97.3443,0.75,0.25,-0.075
6.977,54.4567,-99.7851,0.75,0.25,-0.075
6.998,52.3349,-102.175,0.75,0.25,-0.075
7.019,50.1634,-104.516,0.75,0.25,-0.075
7.04,47.9432,-106.808,0.75,0.25,-0.075
7.061,45.6755,-109.052,0.75,0.25,-0.075
7.081,43.4724,-111.146,0.75,0.25,-0.075
7.102,41.1145,-113.3,0.75,0.25,-0.075
7.123,38.712,-115.41,0.75,0.25,-0.075
7.144,36.2656,-117.475,0.75,0.25,-0.075
7.165,33.7762,-119.498,0.75,0.25,-0.075
7.186,31.2449,-121.479,0.75,0.25,-0.075
7.206,28.7959,-123.327,0.75,0.25,-0.075
7.227,26.185,-125.228,0.75,0.25,-0.075
7.248,23.5347,-127.09,0.75,0.25,-0.075
7.269,20.8457,-128.913,0.75,0.25,-0.075
7.29,18.1188,-130.698,0.75,0.25,-0.075
7.311,15.3549,-132.446,0.75,0.25,-0.075
7.331,12.6887,-134.077,0.75,0.25,-0.075
7.352,9.8546,-135.755,0.75,0.25,-0.075
7.373,6.98561,-137.398,0.75,0.25,-0.075
7.394,4.08249,-139.007,0.75,0.25,-0.075
7.415,1.14595,-140.583,0.75,0.25,-0.075
7.436,-1.82331,-142.125,0.75,0.25,-0.075
7.456,-4.68098,-143.565,0.75,0.25,-0.075
7.477,-7.71219,-145.046,0.75,0.25,-0.075
7.498,-10.7742,-146.496,0.75,0.25,-0.075
7.519,-13.8662,-147.916,0.75,0.25,-0.075
7.54,-16.9878,-149.306,0.75,0.25,-0.075
7.561,-20.1383,-150.668,0.75,0.25,-0.075
7.581,-23.165,-151.938,0.75,0.25,-0.075
7.602,-26.3701,-153.245,0.75,0.25,-0.075
7.623,-29.6024,-154.525,0.75,0.25,-0.075
7.644,-32.8613,-155.778,0.75,0.25,-0.075
7.665,-36.1462,-157.005,0.75,0.25,-0.075
7.686,-39.4565,-158.207,0.75,0.25,-0.075
7.706,-42.6325,-159.328,0.75,0.25,-0.075
7.727,-45.9911,-160.482,0.75,0.25,-0.075
7.748,-49.3737,-161.611,0.75,0.25,-0.075
7.769,-52.7797,-162.717,0.75,0.25,-0.075
7.79,-56.2087,-163.8,0.75,0.25,-0.075
7.811,-59.6603,-164.861,0.75,0.25,-0.075
7.831,-62.9679,-165.85,0.75,0.25,-0.075
7.852,-66.462,-166.868,0.75,0.25,-0.075
7.873,-69.9772,-167.865,0.75,0.25,-0.075
7.894,-73.5132,-168.841,0.75,0.25,-0.075
7.915,-77.0694,-169.797,0.75,0.25,-0.075
7.936,-80.6454,-170.733,0.75,0.25,-0.075
7.956,-84.0693,-171.606,0.75,0.25,-0.075
7.977,-87.6829,-172.505,0.75,0.25,-0.075
7.998,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.018,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.039,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.06,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.081,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.101,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.122,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.143,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.164,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.185,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.206,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.226,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.247,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.268,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.289,-90.0002,1.63321e-12,0.75,0.25,-0.075
8.31,-90.0002,2.92107e-12,0.748,0.251,-0.07455
8.331,-90.0002,-1.9175e-12,0.724,0.275,-0.06735
8.351,-90.0002,5.10757e-12,0.701,0.298,-0.06045
8.372,-90.0002,-5.8957e-13,0.678,0.321,-0.05355
8.393,-90.0002,1.33041e-11,0.647,0.352,-0.04425
8.414,-90.0002,5.03125e-12,0.627,0.372,-0.03825
8.435,-90.0002,-3.24161e-12,0.607,0.392,-0.03225
8.456,-90.0002,-5.09423e-13,0.589,0.41,-0.02685
8.476,-90.0002,2.22276e-12,0.571,0.428,-0.02145
8.497,-90.0002,4.09637e-12,0.554,0.445,-0.01635
8.518,-90.0002,5.96998e-12,0.537,0.462,-0.01125
8.539,-90.0002,6.12643e-12,0.522,0.477,-0.00675
8.56,-90.0002,0.000429289,0.499,0.5,0.00015
8.581,-89.9996,0.0930857,0.485,0.514,0.00435
8.601,-89.9947,0.421622,0.471,0.528,0.00855
8.622,-89.9798,1.0062,0.458,0.541,0.01245
8.643,-89.9501,1.82349,0.446,0.553,0.01605
8.664,-89.9001,2.94873,0.427,0.572,0.02175
8.685,-89.8236,4.30452,0.415,0.584,0.02535
8.706,-89.7165,5.85655,0.403,0.596,0.02895
8.726,-89.5824,7.50486,0.392,0.607,0.03225
8.747,-89.4042,9.39576,0.382,0.617,0.03525
8.768,-89.1846,11.4696,0.331,0.668,0.05055
8.789,-88.9128,14.3033,0.321,0.678,0.05355
8.81,-88.58,17.273,0.31,0.689,0.05685
8.831,-88.1833,20.3781,0.301,0.698,0.05955
8.851,-87.7439,23.4365,0.291,0.708,0.06255
8.872,-87.2154,26.7596,0.282,0.717,0.06525
8.893,-86.616,30.1819,0.273,0.726,0.06795
8.914,-85.9436,33.6937,0.265,0.734,0.07035
8.935,-85.1966,37.2891,0.253,0.746,0.07395
8.956,-84.3733,40.9507,0.25,0.75,0.075
8.976,-83.518,44.3926,0.25,0.75,0.075
8.997,-82.5467,47.9333,0.25,0.75,0.075
9.018,-81.5019,51.4005,0.25,0.75,0.075
9.039,-80.385,54.7957,0.25,0.75,0.075
9.06,-79.1976,58.1203,0.25,0.75,0.075
9.081,-77.9411,61.3759,0.25,0.75,0.075
9.101,-76.6816,64.4136,0.25,0.75,0.075
9.122,-75.2944,67.5384,0.25,0.75,0.075
9.143,-73.8424,70.5984,0.25,0.75,0.075
9.164,-72.3267,73.5948,0.25,0.75,0.075
9.185,-70.7488,76.529,0.25,0.75,0.075
9.206,-69.11,79.4022,0.25,0.75,0.075
9.226,-67.4937,82.0831,0.25,0.75,0.075
9.247,-65.7396,84.841,0.25,0.75,0.075
9.268,-63.9281,87.5415,0.25,0.75,0.075
9.289,-62.0605,90.186,0.25,0.75,0.075
9.31,-60.138,92.7756,0.25,0.75,0.075
9.331,-58.1618,95.3114,0.25,0.75,0.075
9.351,-56.2306,97.6774,0.25,0.75,0.075
9.372,-54.1525,100.111,0.25,0.75,0.075
9.393,-52.0239,102.495,0.25,0.75,0.075
9.414,-49.8457,104.829,0.25,0.75,0.075
9.435,-47.6191,107.114,0.25,0.75,0.075
9.456,-45.345,109.352,0.25,0.75,0.075
9.476,-43.136,111.44,0.25,0.75,0.075
9.497,-40.772,113.588,0.25,0.75,0.075
9.518,-38.3635,115.692,0.25,0.75,0.075
9.539,-35.9112,117.751,0.25,0.75,0.075
9.56,-33.4162,119.768,0.25,0.75,0.075
9.581,-30.8792,121.744,0.25,0.75,0.075
9.601,-28.4249,123.587,0.25,0.75,0.075
9.622,-25.8087,125.482,0.25,0.75,0.075
9.643,-23.1531,127.339,0.25,0.75,0.075
9.664,-20.4589,129.157,0.25,0.75,0.075
9.685,-17.727,130.937,0.25,0.75,0.075
9.706,-14.9581,132.68,0.25,0.75,0.075
9.726,-12.2873,134.306,0.25,0.75,0.075
9.747,-9.44844,135.979,0.25,0.75,0.075
9.768,-6.57479,137.618,0.25,0.75,0.075
9.789,-3.66711,139.222,0.25,0.75,0.075
9.81,-0.726106,140.793,0.25,0.75,0.075
9.831,2.24753,142.332,0.25,0.75,0.075
9.851,5.10928,143.767,0.25,0.75,0.075
9.872,8.14469,145.244,0.25,0.75,0.075
9.893,11.2108,146.69,0.25,0.75,0.075
9.914,14.3069,148.106,0.25,0.75,0.075
9.935,17.4324,149.492,0.25,0.75,0.075
9.956,20.5867,150.85,0.25,0.75,0.075
9.976,23.6171,152.117,0.25,0.75,0.075
9.997,26.8259,153.42,0.25,0.75,0.075
10.018,30.0618,154.696,0.25,0.75,0.075
10.039,33.3242,155.946,0.25,0.75,0.075
10.06,36.6126,157.169,0.25,0.75,0.075
10.081,39.9263,158.368,0.25,0.75,0.075
10.101,43.1055,159.486,0.25,0.75,0.075
10.122,46.4674,160.636,0.25,0.75,0.075
10.143,49.8532,161.762,0.25,0.75,0.075
10.164,53.2623,162.865,0.25,0.75,0.075
10.185,56.6944,163.945,0.25,0.75,0.075
10.206,60.1489,165.002,0.25,0.75,0.075
10.226,63.4594,165.989,0.25,0.75,0.075
10.247,66.9563,167.004,0.25,0.75,0.075
10.268,70.4744,167.998,0.25,0.75,0.075
10.289,74.0131,168.972,0.25,0.75,0.075
10.31,77.572,169.925,0.25,0.75,0.075
10.331,81.1507,170.858,0.25,0.75,0.075
