truth_x,truth_y,truth_z,truth_vx,truth_vy,truth_vz,truth_roll,truth_pitch,truth_yaw,f_mode,armed,time_ms,imu_seq,cont_seq,log_seq,dt,imu_dt,hal_dt,rc_thr,rc_roll,rc_pitch,rc_yaw,t_roll,t_pitch,t_yaw,g_roll,g_pitch,g_yaw,a_roll,a_pitch,cor_roll,cor_pitch,err_roll,err_pitch,est_roll,est_pitch,est_yaw,gyr_b_x,gyr_b_y,gyr_b_z,accel_m,accel_w,ahrs_v,c_roll,c_pitch,c_yaw,m1,m2,m3,m4
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,16400,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0172063,-0.00256611,0.000216747,-0.068195,-0.0236116,0,0,0,0,-0.0029525,0.00512463,0.00515318,0,0,0,9.7691,0.970245,1,-0.00662513,0,0,0.06,0.06,0.06,0.06
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,16600,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.00290681,0.00720055,0.00609285,-0.05849,-0.0328482,0,0,0,0,-0.00299496,0.00514537,0.00559702,0,0,0,9.77921,0.979842,1,0,0,0,0.06,0.06,0.06,0.06
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,16800,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0102326,-0.0101342,0.00113032,-0.0473448,-0.0395914,0,0,0,0,-0.00314037,0.00480537,0.00617407,0,0,0,9.76162,0.967726,1,0,0,0,0.06,0.06,0.06,0.06
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,17000,0,0,0,0,0.002,0,0.033557,0,0,0,0,0,0,-0.00475254,0.00655162,0.00825773,-0.0438229,-0.0168416,0,0,0,0,-0.00337786,0.00483917,0.0064075,0,0,0,9.74998,0.957939,1,0.0089228,-0.00622622,0,0.06,0.06,0.06,0.06
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,17200,0,0,0,0,0.002,0,0.0658938,0,0,0,0,0,0,-0.000833075,-0.00258026,-0.00318907,-0.0354701,-0.0361901,0,0,0,0,-0.00380317,0.00521569,0.00609965,0,0,0,9.74434,0.954524,1,0,0,0,0.0658938,0.0658938,0.0658938,0.0658938
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,17400,0,0,0,0,0.002,0,0.14277,0,0,0,0,0,0,-0.00132608,0.00225901,-0.00553548,-0.0578376,-0.023001,0,0,0,0,-0.00354012,0.00544596,0.0056442,0,0,0,9.77916,0.978492,1,0,-0.00911936,0.00664348,0.145246,0.127007,0.158533,0.140294
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,17600,0,0,0,0,0.002,0,0.166565,0,0,0,0,0,0,0.00436411,0.000331275,-0.00506688,-0.066095,-0.0542168,0,0,0,0,-0.00385483,0.00553003,0.00617585,0,0,0,9.76817,0.969234,1,0,0,0,0.166565,0.166565,0.166565,0.166565
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,17800,0,0,0,0,0.002,0,0.18975,0,0,0,0,0,0,-0.00745323,0.00844355,0.000655879,-0.0749473,-0.0369955,0,0,0,0,-0.00460181,0.0051591,0.00644312,0,0,0,9.7451,0.952509,1,0,0.0105055,0,0.179244,0.200255,0.179244,0.200255
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,18000,0,0,0,0,0.002,0,0.212935,0,0,0,0,0,0,0.0061372,0.009177,-0.000680544,-0.0441507,-0.0447639,0,0,0,0,-0.00504048,0.00440339,0.00642649,0,0,0,9.77324,0.975987,1,0,0,0,0.212935,0.212935,0.212935,0.212935
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,18200,0,0,0,0,0.002,0,0.214765,0,0,0,0,0,0,-0.011675,-0.00671732,0.00385831,-0.0481254,-0.0475146,0,0,0,0,-0.00529619,0.0041291,0.00693372,0,0,0,9.76898,0.973099,1,0,0,0.0103345,0.204431,0.204431,0.2251,0.2251
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,18400,0,0,0,0,0.002,0,0.257474,0,0,0,0,0,0,0.0130775,-0.00683103,0.00359623,-0.0343642,-0.0510982,0,0,0,0,-0.00505656,0.00326344,0.00694802,0,0,0,9.78099,0.981804,1,0,0,0,0.257474,0.257474,0.257474,0.257474
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,18600,0,0,0,0,0.002,0,0.261745,0,0,0,0,0,0,-0.00307505,0.00271518,0.00754737,-0.0592285,-0.0444447,0,0,0,0,-0.00540289,0.00284295,0.00751932,0,0,0,9.76967,0.967608,1,-0.014451,-0.00598448,0.00731361,0.274867,0.233996,0.260592,0.277525
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,18800,0,0,0,0,0.002,0,0.278829,0,0,0,0,0,0,0.00548275,0.00230563,0.00446075,-0.0375649,-0.0448223,0,0,0,0,-0.0056349,0.00354362,0.00696193,0,0,0,9.75006,0.959578,1,0,0,0,0.278829,0.278829,0.278829,0.278829
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,19000,0,0,0,0,0.002,0,0.310555,0,0,0,0,0,0,0.00268086,-0.00482005,0.00872392,-0.0612234,-0.0622175,0,0,0,0,-0.00466021,0.00380201,0.00707958,0,0,0,9.75141,0.955969,1,0,0,0,0.310555,0.310555,0.310555,0.310555
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,19200,0,0,0,0,0.002,0,0.328859,0,0,0,0,0,0,0.00161338,0.00255317,0.00278015,-0.0600584,-0.0396258,0,0,0,0,-0.00471841,0.00407382,0.00749046,0,0,0,9.73063,0.943717,1,0,0,0,0.328859,0.328859,0.328859,0.328859
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,19400,0,0,0,0,0.002,0,0.340452,0,0,0,0,0,0,0.00655074,0.00475152,0.0166246,-0.0467398,-0.0213479,0,0,0,0,-0.00538488,0.00449514,0.00725843,0,0,0,9.76201,0.962832,1,0,0,0,0.340452,0.340452,0.340452,0.340452
