truth_x,truth_y,truth_z,truth_vx,truth_vy,truth_vz,truth_roll,truth_pitch,truth_yaw,f_mode,armed,time_ms,imu_seq,cont_seq,log_seq,dt,imu_dt,hal_dt,rc_thr,rc_roll,rc_pitch,rc_yaw,t_roll,t_pitch,t_yaw,g_roll,g_pitch,g_yaw,g_mag,a_X,a_Y,a_Z,a_roll,a_pitch,cor_roll,cor_pitch,err_roll,err_pitch,est_roll,est_pitch,est_yaw,gyr_b_x,gyr_b_y,gyr_b_z,accel_m,accel_w,ahrs_v,c_roll,c_pitch,c_yaw,m1,m2,m3,m4
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,101800,0,0,0,0,0.002,0,1,0.4835,1,-0.4371,0,0,0,-0.0208,-0.0083,0.0009,0.0224,-0.0677,-0.0786,9.8644,-0.008,0.0069,0,0,0,0,-2.756,-0.0302,-0.3406,0,0,0,9.865,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,102000,0,0,0,0,0.002,0,1,1,0.3854,0.1622,0,0,0,-0.0098,-0.0057,0.0015,0.0114,-0.067,-0.0919,9.8374,-0.0093,0.0068,0,0,0,0,-2.7578,-0.0286,-0.3399,0,0,0,9.838,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,102200,0,0,0,0,0.002,0,0.6858,1,0,0.7378,0,0,0,-0.0075,-0.0106,0.005,0.0139,-0.079,-0.0846,9.8424,-0.0086,0.008,0,0,0,0,-2.7593,-0.0267,-0.3394,0,0,0,9.8431,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,102400,0,0,0,0,0.002,0,0,0.9927,-0.1306,0.7415,0,0,0,-0.0077,-0.0037,-0.0033,0.0091,-0.0763,-0.1105,9.8421,-0.0112,0.0078,0,0,0,0,-2.7602,-0.0252,-0.3389,0,0,0,9.8431,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,102600,0,0,0,0,0.002,0,0,0.4799,-0.6252,0.261,0,0,0,-0.01,-0.0084,-0.0039,0.0136,-0.065,-0.1089,9.8421,-0.0111,0.0066,0,0,0,0,-2.7617,-0.0239,-0.3386,0,0,0,9.8429,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,102800,0,0,0,0,0.002,0,0,-0.1,-0.4811,-0.409,0,0,0,-0.002,-0.0137,-0.001,0.0138,-0.0786,-0.0838,9.8353,-0.0085,0.008,0,0,0,0,-2.7626,-0.0222,-0.3381,0,0,0,9.8359,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,103000,0,0,0,0,0.002,0,0.2685,-0.3537,0.0976,-0.9499,0,0,0,0.0075,-0.0056,0.0034,0.01,-0.0774,-0.1011,9.8307,-0.0103,0.0079,0,0,0,0,-2.7634,-0.0201,-0.3375,0,0,0,9.8316,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,103200,0,0,0,0,0.002,0,0.7749,0,0.1232,-0.0672,0,0,0,-0.0048,-0.0042,0.0107,0.0124,-0.0625,-0.0864,9.8526,-0.0088,0.0063,0,0,0,0,-2.7642,-0.0189,-0.3375,0,0,0,9.8531,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,103400,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,0.0049,-0.0024,0.0021,0.0059,-0.0692,-0.0859,9.8384,-0.0087,0.007,0,0,0,0,-2.7652,-0.0174,-0.3377,0,0,0,9.839,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,103600,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0102,-0.0052,-0.0013,0.0115,-0.0644,-0.0818,9.8295,-0.0083,0.0066,0,0,0,0,-2.7661,-0.0161,-0.3374,0,0,0,9.83,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,103800,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0081,-0.0049,0.0014,0.0095,-0.0582,-0.1042,9.8438,-0.0106,0.0059,0,0,0,0,-2.7679,-0.0145,-0.3367,0,0,0,9.8446,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,104000,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0003,-0.0108,-0.0029,0.0112,-0.071,-0.0935,9.8401,-0.0095,0.0072,0,0,0,0,-2.7688,-0.013,-0.3364,0,0,0,9.8408,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,104200,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0006,-0.0074,-0.0051,0.0089,-0.0685,-0.1091,9.8388,-0.0111,0.007,0,0,0,0,-2.7699,-0.0115,-0.3358,0,0,0,9.8396,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,104400,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0071,-0.0095,-0.0109,0.0161,-0.079,-0.0975,9.8257,-0.0099,0.008,0,0,0,0,-2.7712,-0.0101,-0.3349,0,0,0,9.8265,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,104600,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,0.0038,-0.0059,0.0033,0.0078,-0.09,-0.0916,9.7957,-0.0093,0.0092,0,0,0,0,-2.7723,-0.0086,-0.3343,0,0,0,9.7966,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,104800,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,0.0009,-0.0113,-0.0013,0.0114,-0.0772,-0.0823,9.8503,-0.0084,0.0078,0,0,0,0,-2.7732,-0.0075,-0.3336,0,0,0,9.8509,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,105000,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.005,-0.0097,0.0052,0.0121,-0.065,-0.0816,9.8216,-0.0083,0.0066,0,0,0,0,-2.7743,-0.0056,-0.333,0,0,0,9.8221,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,105200,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.004,-0.0151,0.0025,0.0158,-0.0782,-0.1157,9.845,-0.0118,0.0079,0,0,0,0,-2.775,-0.0038,-0.3328,0,0,0,9.846,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,105400,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0035,-0.0062,0.0042,0.0083,-0.0617,-0.1009,9.8343,-0.0103,0.0063,0,0,0,0,-2.7759,-0.0021,-0.3321,0,0,0,9.835,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,105600,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0047,-0.008,-0.003,0.0098,-0.0683,-0.1089,9.8364,-0.0111,0.0069,0,0,0,0,-2.7769,-0.0009,-0.3322,0,0,0,9.8373,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,105800,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0134,-0.0022,-0.0042,0.0142,-0.0725,-0.0846,9.8299,-0.0086,0.0074,0,0,0,0,-2.7783,0.0002,-0.3319,0,0,0,9.8305,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,106000,0,0,0,0,0.002,0,0.806,0,0,0,0,0,0,-0.0204,-0.0069,-0.0009,0.0216,-0.0823,-0.0902,9.8573,-0.0091,0.0083,0,0,0,0,-2.7797,0.0014,-0.3316,0,0,0,9.8581,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,106200,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0062,-0.0165,0.0125,0.0216,-0.0792,-0.097,9.8265,-0.0099,0.0081,0,0,0,0,-2.7808,0.0031,-0.3316,0,0,0,9.8273,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,106400,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,0.0042,-0.0078,0.0157,0.0181,-0.0631,-0.0973,9.8407,-0.0099,0.0064,0,0,0,0,-2.7817,0.005,-0.3316,0,0,0,9.8414,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,106600,0,0,0,0,0.002,0,0.806,0,0,0,0,0,0,-0.0008,0.0019,-0.0021,0.0029,-0.0576,-0.1109,9.8485,-0.0113,0.0058,0,0,0,0,-2.7826,0.0069,-0.3313,0,0,0,9.8493,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,106800,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0065,-0.0071,0.0014,0.0097,-0.0745,-0.0747,9.8487,-0.0076,0.0076,0,0,0,0,-2.7836,0.0084,-0.3311,0,0,0,9.8492,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,107000,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0079,0.0005,-0.0015,0.008,-0.0619,-0.0866,9.816,-0.0088,0.0063,0,0,0,0,-2.7849,0.0103,-0.3309,0,0,0,9.8165,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,107200,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0055,0.0007,0.0074,0.0093,-0.0777,-0.0932,9.8376,-0.0095,0.0079,0,0,0,0,-2.7857,0.012,-0.3308,0,0,0,9.8383,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,107400,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,0.005,-0.0121,0.0004,0.0131,-0.0665,-0.0967,9.8518,-0.0098,0.0067,0,0,0,0,-2.7865,0.0135,-0.3305,0,0,0,9.8525,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,107600,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0081,-0.0063,0.0019,0.0104,-0.0808,-0.1017,9.8358,-0.0103,0.0082,0,0,0,0,-2.7872,0.015,-0.3297,0,0,0,9.8367,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,107800,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0047,-0.0127,0.003,0.0139,-0.0703,-0.0999,9.846,-0.0101,0.0071,0,0,0,0,-2.7889,0.0166,-0.3294,0,0,0,9.8467,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-75.9483,10.2029,0.5752,0,0,0,-0.0051,0.0115,-3.0902,0,0,108000,0,0,0,0,0.002,0,0.8048,0,0,0,0,0,0,-0.0042,-0.0082,0.0013,0.0093,-0.0922,-0.1004,9.84,-0.0102,0.0094,0,0,0,0,-2.7901,0.018,-0.3287,0,0,0,9.8409,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
