truth_x,truth_y,truth_z,truth_vx,truth_vy,truth_vz,truth_roll,truth_pitch,truth_yaw,f_mode,armed,time_ms,imu_seq,cont_seq,log_seq,dt,imu_dt,hal_dt,rc_thr,rc_roll,rc_pitch,rc_yaw,t_roll,t_pitch,t_yaw,g_roll,g_pitch,g_yaw,g_mag,a_X,a_Y,a_Z,a_roll,a_pitch,cor_roll,cor_pitch,err_roll,err_pitch,est_roll,est_pitch,est_yaw,gyr_b_x,gyr_b_y,gyr_b_z,accel_m,accel_w,ahrs_v,c_roll,c_pitch,c_yaw,m1,m2,m3,m4
0,-0,0.055,0,0,0,0,0,-0,1,0,10600,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0044,0.0016,0.0071,0.0085,0.0549,0.0466,9.732,0.0048,-0.0056,0,0,0,0,0.0043,-0.0048,-0.0044,0,0,0,9.7322,0.9475,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,10800,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0026,0.0067,-0.0102,0.0125,0.0477,0.0491,9.7695,0.005,-0.0049,0,0,0,0,0.0042,-0.0047,-0.0045,0,0,0,9.7698,0.9733,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,11000,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0007,-0.01,-0.0007,0.01,0.0187,0.0436,9.7393,0.0045,-0.0019,0,0,0,0,0.0039,-0.0042,-0.004,0,0,0,9.7394,0.9493,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,11200,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0045,-0.0096,0.0082,0.0134,0.0471,0.0563,9.748,0.0058,-0.0048,0,0,0,0,0.0038,-0.0047,-0.0044,0,0,0,9.7483,0.9561,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,11400,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0178,0.0081,0.0051,0.0202,0.0252,0.0511,9.7422,0.0052,-0.0026,0,0,0,0,0.0042,-0.0051,-0.0045,0,0,0,9.7423,0.9504,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,11600,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0045,0.0042,-0.012,0.0134,0.0621,0.0333,9.7731,0.0034,-0.0064,0,0,0,0,0.0039,-0.0046,-0.0039,0,0,0,9.7733,0.9736,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,11800,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0019,0.0028,-0.0024,0.0041,0.031,0.0228,9.7373,0.0023,-0.0032,0,0,0,0,0.0039,-0.0048,-0.004,0,0,0,9.7374,0.9482,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,12000,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0017,-0.0075,0.0037,0.0086,0.0421,0.0392,9.7442,0.004,-0.0043,0,0,0,0,0.0043,-0.0047,-0.0039,0,0,0,9.7444,0.9566,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,12200,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0037,-0.0043,-0.0044,0.0072,0.0519,0.0555,9.749,0.0057,-0.0053,0,0,0,0,0.0044,-0.0047,-0.004,0,0,0,9.7493,0.958,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,12400,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0028,0.0039,0.0087,0.0099,0.0427,0.0347,9.7494,0.0036,-0.0044,0,0,0,0,0.0043,-0.0045,-0.0039,0,0,0,9.7496,0.9596,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,12600,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0029,-0.0006,-0.0033,0.0044,0.0347,0.043,9.7513,0.0044,-0.0036,0,0,0,0,0.0043,-0.0044,-0.0042,0,0,0,9.7515,0.9607,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,12800,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0101,0.0014,0.0041,0.0109,0.0457,0.0392,9.7247,0.004,-0.0047,0,0,0,0,0.0044,-0.0042,-0.0047,0,0,0,9.7249,0.9432,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,13000,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0045,0.0022,-0.0007,0.005,0.0615,0.0403,9.7373,0.0041,-0.0063,0,0,0,0,0.0047,-0.004,-0.0049,0,0,0,9.7375,0.948,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,13200,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0058,0.0049,0.0089,0.0117,0.0354,0.0233,9.7519,0.0024,-0.0036,0,0,0,0,0.005,-0.0039,-0.0049,0,0,0,9.752,0.9574,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,13400,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0021,0.0043,-0.0001,0.0048,0.0487,0.0501,9.7379,0.0051,-0.005,0,0,0,0,0.0049,-0.0045,-0.0051,0,0,0,9.7382,0.9522,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,13600,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0041,0.0051,-0.0003,0.0065,0.0369,0.0286,9.7447,0.0029,-0.0038,0,0,0,0,0.0047,-0.0046,-0.0052,0,0,0,9.7448,0.9539,1,0,0,0,0,0,0,0
